term,id,preferred term
y,tsk_4a57abb9499e3,delayed match to sample task
e,tsk_4a57abb9499e3,delayed match to sample task
d,tsk_4a57abb9499e3,delayed match to sample task
 ,tsk_4a57abb9499e3,delayed match to sample task
m,tsk_4a57abb9499e3,delayed match to sample task
a,tsk_4a57abb9499e3,delayed match to sample task
t,tsk_4a57abb9499e3,delayed match to sample task
c,tsk_4a57abb9499e3,delayed match to sample task
h,tsk_4a57abb9499e3,delayed match to sample task
i,tsk_4a57abb9499e3,delayed match to sample task
n,tsk_4a57abb9499e3,delayed match to sample task
g,tsk_4a57abb9499e3,delayed match to sample task
 ,tsk_4a57abb9499e3,delayed match to sample task
t,tsk_4a57abb9499e3,delayed match to sample task
o,tsk_4a57abb9499e3,delayed match to sample task
 ,tsk_4a57abb9499e3,delayed match to sample task
s,tsk_4a57abb9499e3,delayed match to sample task
m,tsk_4a57abb9499e3,delayed match to sample task
l,trm_4f24189031a4a,cyberball task
 ,trm_4f24189031a4a,cyberball task
s,trm_4f24189031a4a,cyberball task
o,trm_4f24189031a4a,cyberball task
c,trm_4f24189031a4a,cyberball task
i,trm_4f24189031a4a,cyberball task
a,trm_4f24189031a4a,cyberball task
l,trm_4f24189031a4a,cyberball task
 ,trm_4f24189031a4a,cyberball task
e,trm_4f24189031a4a,cyberball task
x,trm_4f24189031a4a,cyberball task
c,trm_4f24189031a4a,cyberball task
u,trm_4f24189031a4a,cyberball task
d,tsk_4a57abb9499e3,delayed match to sample task
s,trm_4f24189031a4a,cyberball task
i,trm_4f24189031a4a,cyberball task
o,trm_4f24189031a4a,cyberball task
n,trm_4f24189031a4a,cyberball task
 ,trm_4f24189031a4a,cyberball task
t,trm_4f24189031a4a,cyberball task
a,trm_4f24189031a4a,cyberball task
s,trm_4f24189031a4a,cyberball task
k,trm_4f24189031a4a,cyberball task
g,trm_4ebc6a6b75ebf,tone counting
n,trm_4ebc6a6b75ebf,tone counting
 ,tsk_4a57abb9499e3,delayed match to sample task
s,tsk_4a57abb9499e3,delayed match to sample task
a,tsk_4a57abb9499e3,delayed match to sample task
i,tsk_4a57abb9499f1,delayed nonmatch to sample task
y,tsk_4a57abb9499f1,delayed nonmatch to sample task
e,tsk_4a57abb9499f1,delayed nonmatch to sample task
d,tsk_4a57abb9499f1,delayed nonmatch to sample task
 ,tsk_4a57abb9499f1,delayed nonmatch to sample task
n,tsk_4a57abb9499f1,delayed nonmatch to sample task
o,tsk_4a57abb9499f1,delayed nonmatch to sample task
n,tsk_4a57abb9499f1,delayed nonmatch to sample task
m,tsk_4a57abb9499f1,delayed nonmatch to sample task
a,tsk_4a57abb9499f1,delayed nonmatch to sample task
t,tsk_4a57abb9499f1,delayed nonmatch to sample task
h,tsk_4a57abb9499f1,delayed nonmatch to sample task
n,tsk_4a57abb9499f1,delayed nonmatch to sample task
l,tsk_4a57abb9499f1,delayed nonmatch to sample task
g,tsk_4a57abb9499f1,delayed nonmatch to sample task
 ,tsk_4a57abb9499f1,delayed nonmatch to sample task
t,tsk_4a57abb9499f1,delayed nonmatch to sample task
o,tsk_4a57abb9499f1,delayed nonmatch to sample task
 ,tsk_4a57abb9499f1,delayed nonmatch to sample task
s,tsk_4a57abb9499f1,delayed nonmatch to sample task
a,tsk_4a57abb9499f1,delayed nonmatch to sample task
m,tsk_4a57abb9499f1,delayed nonmatch to sample task
p,tsk_4a57abb9499f1,delayed nonmatch to sample task
l,tsk_4a57abb9499f1,delayed nonmatch to sample task
e,tsk_4a57abb9499f1,delayed nonmatch to sample task
a,tsk_4a57abb9499f1,delayed nonmatch to sample task
e,tsk_4a57abb9499f1,delayed nonmatch to sample task
m,tsk_4a57abb9499e3,delayed match to sample task
T,trm_4fba85a597ca9,delayed memory task
p,tsk_4a57abb9499e3,delayed match to sample task
l,tsk_4a57abb9499e3,delayed match to sample task
e,tsk_4a57abb9499e3,delayed match to sample task
 ,tsk_4a57abb9499e3,delayed match to sample task
t,tsk_4a57abb9499e3,delayed match to sample task
a,tsk_4a57abb9499e3,delayed match to sample task
s,tsk_4a57abb9499e3,delayed match to sample task
k,tsk_4a57abb9499e3,delayed match to sample task
i,trm_4ebc6a6b75ebf,tone counting
D,trm_4fba85a597ca9,delayed memory task
M,trm_4fba85a597ca9,delayed memory task
t,trm_4ebc6a6b75ebf,tone counting
d,tsk_4a57abb9499f1,delayed nonmatch to sample task
D,tsk_4a57abb9499f1,delayed nonmatch to sample task
N,tsk_4a57abb9499f1,delayed nonmatch to sample task
M,tsk_4a57abb9499f1,delayed nonmatch to sample task
S,tsk_4a57abb9499f1,delayed nonmatch to sample task
 ,tsk_4a57abb9499f1,delayed nonmatch to sample task
t,tsk_4a57abb9499f1,delayed nonmatch to sample task
a,tsk_4a57abb9499f1,delayed nonmatch to sample task
s,tsk_4a57abb9499f1,delayed nonmatch to sample task
k,tsk_4a57abb9499f1,delayed nonmatch to sample task
",",tsk_4a57abb9499f1,delayed nonmatch to sample task
 ,tsk_4a57abb9499f1,delayed nonmatch to sample task
l,trm_4f24189031a4a,cyberball task
l,trm_4f24189031a4a,cyberball task
a,trm_4f24189031a4a,cyberball task
i,trm_4c8a84825c4e4,tone monitor/discrimination
 ,trm_4f24492504ca0,contextual cueing task
c,trm_4f24492504ca0,contextual cueing task
u,trm_4f24492504ca0,contextual cueing task
i,trm_4f24492504ca0,contextual cueing task
n,trm_4f24492504ca0,contextual cueing task
g,trm_4f24492504ca0,contextual cueing task
 ,trm_4f24492504ca0,contextual cueing task
t,trm_4f24492504ca0,contextual cueing task
a,trm_4f24492504ca0,contextual cueing task
s,trm_4f24492504ca0,contextual cueing task
k,trm_4f24492504ca0,contextual cueing task
m,trm_4c8a84825c4e4,tone monitor/discrimination
a,trm_4f24492504ca0,contextual cueing task
(,trm_4b4a537644d76,continuous performance task
C,trm_4b4a537644d76,continuous performance task
P,trm_4b4a537644d76,continuous performance task
T,trm_4b4a537644d76,continuous performance task
),trm_4b4a537644d76,continuous performance task
",",trm_4b4a537644d76,continuous performance task
i,trm_4c8a84825c4e4,tone monitor/discrimination
r,trm_4c8a84825c4e4,tone monitor/discrimination
c,trm_4c8a84825c4e4,tone monitor/discrimination
s,trm_4c8a84825c4e4,tone monitor/discrimination
i,trm_4c8a84825c4e4,tone monitor/discrimination
l,trm_4f24492504ca0,contextual cueing task
u,trm_4f24492504ca0,contextual cueing task
 ,trm_4c8a84825c4e4,tone monitor/discrimination
t,trm_4c8a84825c4e4,tone monitor/discrimination
o,trm_4c8a84825c4e4,tone monitor/discrimination
i,trm_4c8a84825c4e4,tone monitor/discrimination
C,trm_525c4cb94bfff,conners 3rd edition
o,trm_525c4cb94bfff,conners 3rd edition
n,trm_525c4cb94bfff,conners 3rd edition
n,trm_525c4cb94bfff,conners 3rd edition
e,trm_525c4cb94bfff,conners 3rd edition
r,trm_525c4cb94bfff,conners 3rd edition
s,trm_525c4cb94bfff,conners 3rd edition
 ,trm_525c4cb94bfff,conners 3rd edition
3,trm_525c4cb94bfff,conners 3rd edition
C,trm_524b563fb87c8,conners comprehensive behavior rating scales
t,trm_4f24492504ca0,contextual cueing task
B,trm_524b563fb87c8,conners comprehensive behavior rating scales
R,trm_524b563fb87c8,conners comprehensive behavior rating scales
S,trm_524b563fb87c8,conners comprehensive behavior rating scales
a,trm_4c8a84825c4e4,tone monitor/discrimination
n,trm_4c8a84825c4e4,tone monitor/discrimination
c,trm_4f24492504ca0,contextual cueing task
o,trm_4f24492504ca0,contextual cueing task
n,trm_4f24492504ca0,contextual cueing task
t,trm_4f24492504ca0,contextual cueing task
e,trm_4f24492504ca0,contextual cueing task
x,trm_4f24492504ca0,contextual cueing task
d,trm_4c8a84825c4e4,tone monitor/discrimination
e,trm_4c8a84825c4e4,tone monitor/discrimination
b,trm_4f24189031a4a,cyberball task
i,trm_512e7621189ad,criteria task
r,trm_512e7621189ad,criteria task
i,trm_512e7621189ad,criteria task
a,trm_512e7621189ad,criteria task
",",trm_512e7621189ad,criteria task
 ,trm_512e7621189ad,criteria task
c,trm_512e7621189ad,criteria task
r,trm_512e7621189ad,criteria task
i,trm_512e7621189ad,criteria task
t,trm_512e7621189ad,criteria task
e,trm_512e7621189ad,criteria task
r,trm_512e7621189ad,criteria task
a,trm_512e7621189ad,criteria task
t,trm_512e7621189ad,criteria task
 ,trm_512e7621189ad,criteria task
t,trm_512e7621189ad,criteria task
a,trm_512e7621189ad,criteria task
s,trm_512e7621189ad,criteria task
k,trm_512e7621189ad,criteria task
t,trm_4c8a84825c4e4,tone monitor/discrimination
c,trm_4f24189031a4a,cyberball task
y,trm_4f24189031a4a,cyberball task
b,trm_4f24189031a4a,cyberball task
e,trm_4f24189031a4a,cyberball task
r,trm_4f24189031a4a,cyberball task
e,trm_512e7621189ad,criteria task
i,trm_512e7621189ad,criteria task
n,trm_4c8a84825c4e4,tone monitor/discrimination
u,trm_4f240d346320c,covert naming task
c,trm_4f240d346320c,covert naming task
o,trm_4f240d346320c,covert naming task
v,trm_4f240d346320c,covert naming task
e,trm_4f240d346320c,covert naming task
r,trm_4f240d346320c,covert naming task
t,trm_4f240d346320c,covert naming task
 ,trm_4f240d346320c,covert naming task
p,trm_4f240d346320c,covert naming task
r,trm_4f240d346320c,covert naming task
o,trm_4f240d346320c,covert naming task
d,trm_4f240d346320c,covert naming task
c,trm_4f240d346320c,covert naming task
r,trm_512e7621189ad,criteria task
t,trm_4f240d346320c,covert naming task
i,trm_4f240d346320c,covert naming task
o,trm_4f240d346320c,covert naming task
n,trm_4f240d346320c,covert naming task
 ,trm_4f240d346320c,covert naming task
t,trm_4f240d346320c,covert naming task
a,trm_4f240d346320c,covert naming task
s,trm_4f240d346320c,covert naming task
k,trm_4f240d346320c,covert naming task
o,trm_4c8a84825c4e4,tone monitor/discrimination
c,trm_512e7621189ad,criteria task
i,trm_4f241c8d4a75c,gender discrimination task
n,trm_4f241c8d4a75c,gender discrimination task
 ,tsk_4a57abb949bcd,n-back task
s,trm_4da891794859f,macarthur communicative development inventories
n,tsk_4a57abb949b46,matching pennies game
n,tsk_4a57abb949b46,matching pennies game
i,tsk_4a57abb949b46,matching pennies game
e,tsk_4a57abb949b46,matching pennies game
s,tsk_4a57abb949b46,matching pennies game
 ,tsk_4a57abb949b46,matching pennies game
t,tsk_4a57abb949b46,matching pennies game
a,tsk_4a57abb949b46,matching pennies game
s,tsk_4a57abb949b46,matching pennies game
k,tsk_4a57abb949b46,matching pennies game
d,tsk_4a57abb949e98,temporal discounting task
M,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
O,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
C,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
",",tsk_4a57abb949b54,maudsley obsessive compulsive inventory
 ,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
M,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
O,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
C,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
I,tsk_4a57abb949b54,maudsley obsessive compulsive inventory
M,trm_51a637dfeffd5,mcgurk effect
c,trm_51a637dfeffd5,mcgurk effect
G,trm_51a637dfeffd5,mcgurk effect
u,trm_51a637dfeffd5,mcgurk effect
r,trm_51a637dfeffd5,mcgurk effect
e,tsk_4a57abb949b46,matching pennies game
p,tsk_4a57abb949b46,matching pennies game
 ,tsk_4a57abb949b46,matching pennies game
s,tsk_4a57abb949e98,temporal discounting task
i,tsk_4a57abb949e98,temporal discounting task
t,tsk_4a57abb949e98,temporal discounting task
n,tsk_4a57abb949e98,temporal discounting task
u,tsk_4a57abb949e98,temporal discounting task
o,tsk_4a57abb949e98,temporal discounting task
c,tsk_4a57abb949e98,temporal discounting task
(,trm_50f852c084fde,match to sample visual search
M,trm_50f852c084fde,match to sample visual search
T,trm_50f852c084fde,match to sample visual search
S,trm_50f852c084fde,match to sample visual search
),trm_50f852c084fde,match to sample visual search
M,trm_4da87b8bf1511,matching familiar figures test
g,tsk_4a57abb949b46,matching pennies game
F,trm_4da87b8bf1511,matching familiar figures test
F,trm_4da87b8bf1511,matching familiar figures test
T,trm_4da87b8bf1511,matching familiar figures test
i,tsk_4a57abb949e98,temporal discounting task
m,tsk_4a57abb949b46,matching pennies game
a,tsk_4a57abb949b46,matching pennies game
t,tsk_4a57abb949b46,matching pennies game
c,tsk_4a57abb949b46,matching pennies game
h,tsk_4a57abb949b46,matching pennies game
i,tsk_4a57abb949b46,matching pennies game
n,tsk_4a57abb949b46,matching pennies game
k,trm_51a637dfeffd5,mcgurk effect
-,trm_51a637dfeffd5,mcgurk effect
M,trm_51a637dfeffd5,mcgurk effect
",",trm_56a2a74ab3ef6,measured emotion differentiation test
r,trm_56a2a74ab3ef6,measured emotion differentiation test
e,trm_56a2a74ab3ef6,measured emotion differentiation test
d,trm_56a2a74ab3ef6,measured emotion differentiation test
 ,trm_56a2a74ab3ef6,measured emotion differentiation test
E,trm_56a2a74ab3ef6,measured emotion differentiation test
M,trm_56a2a74ab3ef6,measured emotion differentiation test
O,trm_56a2a74ab3ef6,measured emotion differentiation test
D,trm_56a2a74ab3ef6,measured emotion differentiation test
I,trm_56a2a74ab3ef6,measured emotion differentiation test
F,trm_56a2a74ab3ef6,measured emotion differentiation test
F,trm_56a2a74ab3ef6,measured emotion differentiation test
 ,trm_56a2a74ab3ef6,measured emotion differentiation test
s,trm_56a2a74ab3ef6,measured emotion differentiation test
M,trm_56a2a74ab3ef6,measured emotion differentiation test
o,trm_56a2a74ab3ef6,measured emotion differentiation test
r,trm_56a2a74ab3ef6,measured emotion differentiation test
p,trm_56a2a74ab3ef6,measured emotion differentiation test
h,trm_56a2a74ab3ef6,measured emotion differentiation test
e,trm_56a2a74ab3ef6,measured emotion differentiation test
d,trm_56a2a74ab3ef6,measured emotion differentiation test
 ,trm_56a2a74ab3ef6,measured emotion differentiation test
E,trm_56a2a74ab3ef6,measured emotion differentiation test
M,trm_56a2a74ab3ef6,measured emotion differentiation test
O,trm_56a2a74ab3ef6,measured emotion differentiation test
u,trm_56a2a74ab3ef6,measured emotion differentiation test
a,trm_56a2a74ab3ef6,measured emotion differentiation test
a,trm_51a637dfeffd5,mcgurk effect
e,trm_51a637dfeffd5,mcgurk effect
c,trm_51a637dfeffd5,mcgurk effect
D,trm_51a637dfeffd5,mcgurk effect
o,trm_51a637dfeffd5,mcgurk effect
n,trm_51a637dfeffd5,mcgurk effect
a,trm_51a637dfeffd5,mcgurk effect
l,trm_51a637dfeffd5,mcgurk effect
d,trm_51a637dfeffd5,mcgurk effect
 ,trm_51a637dfeffd5,mcgurk effect
e,trm_51a637dfeffd5,mcgurk effect
f,trm_51a637dfeffd5,mcgurk effect
f,trm_51a637dfeffd5,mcgurk effect
c,trm_51a637dfeffd5,mcgurk effect
e,trm_56a2a74ab3ef6,measured emotion differentiation test
t,trm_51a637dfeffd5,mcgurk effect
 ,tsk_4a57abb949e98,temporal discounting task
M,trm_56a2a74ab3ef6,measured emotion differentiation test
E,trm_56a2a74ab3ef6,measured emotion differentiation test
D,trm_56a2a74ab3ef6,measured emotion differentiation test
F,trm_56a2a74ab3ef6,measured emotion differentiation test
3,trm_56a2a74ab3ef6,measured emotion differentiation test
6,trm_56a2a74ab3ef6,measured emotion differentiation test
",",trm_56a2a74ab3ef6,measured emotion differentiation test
 ,trm_56a2a74ab3ef6,measured emotion differentiation test
M,trm_56a2a74ab3ef6,measured emotion differentiation test
n,tsk_4a57abb949e98,temporal discounting task
I,trm_4da891794859f,macarthur communicative development inventories
I,trm_56a2a74ab3ef6,measured emotion differentiation test
D,trm_4da891794859f,macarthur communicative development inventories
3,trm_4f24154867d84,logical reasoning task
9,trm_4f24154867d84,logical reasoning task
;,trm_4f24154867d84,logical reasoning task
s,trm_4f24154867d84,logical reasoning task
 ,trm_4f24154867d84,logical reasoning task
l,trm_4f24154867d84,logical reasoning task
o,trm_4f24154867d84,logical reasoning task
g,trm_4f24154867d84,logical reasoning task
i,trm_4f24154867d84,logical reasoning task
c,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
l,trm_4f24154867d84,logical reasoning task
 ,trm_4f24154867d84,logical reasoning task
r,trm_4f24154867d84,logical reasoning task
e,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
s,trm_4f24154867d84,logical reasoning task
o,trm_4f24154867d84,logical reasoning task
n,trm_4f24154867d84,logical reasoning task
i,trm_4f24154867d84,logical reasoning task
n,trm_4f24154867d84,logical reasoning task
g,trm_4f24154867d84,logical reasoning task
 ,trm_4f24154867d84,logical reasoning task
t,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
#,trm_4f24154867d84,logical reasoning task
&,trm_4f24154867d84,logical reasoning task
y,trm_4f24154867d84,logical reasoning task
s,tsk_4a57abb949b38,lexical decision task
/,tsk_4a57abb949b38,lexical decision task
n,tsk_4a57abb949b38,lexical decision task
o,tsk_4a57abb949b38,lexical decision task
n,tsk_4a57abb949b38,lexical decision task
w,tsk_4a57abb949b38,lexical decision task
o,tsk_4a57abb949b38,lexical decision task
r,tsk_4a57abb949b38,lexical decision task
d,tsk_4a57abb949b38,lexical decision task
 ,tsk_4a57abb949b38,lexical decision task
t,tsk_4a57abb949b38,lexical decision task
a,tsk_4a57abb949b38,lexical decision task
k,tsk_4a57abb949b38,lexical decision task
e,trm_4f24154867d84,logical reasoning task
",",tsk_4a57abb949e98,temporal discounting task
k,tsk_4a57abb949e98,temporal discounting task
s,tsk_4a57abb949e98,temporal discounting task
a,tsk_4a57abb949e98,temporal discounting task
t,tsk_4a57abb949e98,temporal discounting task
B,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
d,trm_4f24154867d84,logical reasoning task
d,trm_4f24154867d84,logical reasoning task
e,trm_4f24154867d84,logical reasoning task
l,trm_4f24154867d84,logical reasoning task
s,trm_4f24154867d84,logical reasoning task
k,trm_4f24154867d84,logical reasoning task
",",trm_4f24154867d84,logical reasoning task
o,trm_4f24154867d84,logical reasoning task
r,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
n,trm_4f24154867d84,logical reasoning task
s,trm_4f24154867d84,logical reasoning task
f,trm_4f24154867d84,logical reasoning task
o,trm_4f24154867d84,logical reasoning task
r,trm_4f24154867d84,logical reasoning task
m,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
t,trm_4f24154867d84,logical reasoning task
i,trm_4f24154867d84,logical reasoning task
n,trm_4f24154867d84,logical reasoning task
 ,trm_4f24154867d84,logical reasoning task
 ,trm_4f24154867d84,logical reasoning task
t,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
s,trm_4f24154867d84,logical reasoning task
k,trm_4f24154867d84,logical reasoning task
 ,tsk_4a57abb949e98,temporal discounting task
L,trm_529d087705bfa,loneliness rating scale
R,trm_529d087705bfa,loneliness rating scale
S,trm_529d087705bfa,loneliness rating scale
g,tsk_4a57abb949e98,temporal discounting task
C,trm_4da891794859f,macarthur communicative development inventories
t,trm_4f24154867d84,logical reasoning task
l,trm_4f24154867d84,logical reasoning task
 ,trm_4f24154867d84,logical reasoning task
9,trm_4f24154867d84,logical reasoning task
B,trm_4f24154867d84,logical reasoning task
a,trm_4f24154867d84,logical reasoning task
d,trm_4f24154867d84,logical reasoning task
d,trm_4f24154867d84,logical reasoning task
